Deal ID,Companies,Verticals,Company Country/Territory/Region,Year Founded,Company City,HQ Global Sub Region,HQ Global Region,HQ Location,Primary PitchBook Industry Code,Primary PitchBook Industry Group,Primary PitchBook Industry Sector,Deal Date,Time to Exit,Deal Type,Post Valuation,Raised to Date,Description,Investors,Shock_Category,Shock_Subcategory,Causal_Justification
24629-23T,Silicon Spice,TMT,United States,1997,Mountain View,North America,Americas,"Mountain View, CA","Computers, Parts and Peripherals",Computer Hardware,Information Technology,8-Aug-00,3,Merger/Acquisition,"1,200.00",34,"Provider of reconfigurable instruction data computers for the telecommunications industry. The company provides gateway and carrier access chipsets, software and development tools for high-density voice, fax and data packet transport over wide area networks (WANs). The company's products are targeted for communications equipment manufacturers of carrier gateways, access gateways and remote access concentrators.",Broadcom,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
60115-51T,Bruker (NAS: BRKR),"Life Sciences, Manufacturing",United States,1960,Billerica,North America,Americas,"Billerica, MA",Diagnostic Equipment,Healthcare Devices and Supplies,Healthcare,4-Aug-00,40,IPO,695.5,104,"Bruker Corp manufactures scientific instruments and diagnostic tests for customers in the life sciences, applied markets, pharmaceutical, and biotechnology industries. The company operates in segments, namely, Bruker Scientific Instruments (BSI) BioSpin, BSI CALID, BSI Nano, and Supercon Technologies (BEST). The company generates maximum revenue from the BSI CALID segment. Geographically, it derives the maximum of its revenue from United States.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
19626-85T,ABT,TMT,United States,1981,Hauppauge,North America,Americas,"Hauppauge, NY",Business/Productivity Software,Software,Information Technology,4-Aug-00,19,Merger/Acquisition,103,,"Provider of enterprise project management software. The company delivers training, mentoring and implementation in one-on-one and one-on-small group sessions that are designed to transfer knowledge to the client company.",NIKU,Technology Shock,PC Platform,Founded during the IBM PC platform era; business model built on the open-architecture PC ecosystem.
24309-10T,Innovative Aerosystems (NAS: ISSC),"Industrials, Manufacturing, TMT",United States,1988,Exton,North America,Americas,"Exton, PA",Aerospace and Defense,Commercial Products,Business Products and Services (B2B),4-Aug-00,12,IPO,133.34,33,"Innovative Solutions and Support Inc is a systems integrator that designs, manufactures, sells, and services air data equipment, engine display systems, standby equipment, primary flight guidance, and cockpit display systems for retrofit applications and original equipment manufacturers. The company supplies integrated Flight Management Systems, Flat Panel Display Systems, Integrated Standby Units, Positioning System receivers that enable reduced carbon footprint navigation, and an Autothrottle, which allows a pilot to automatically control the power setting of the engine and is designed to reduce pilot workload and enhance safety. It sells its products to both the OEM and the retrofit markets.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
19776-16T,3-Dimensional Pharmaceuticals,Life Sciences,United States,1993,Morrisville,North America,Americas,"Morrisville, PA",Discovery Tools (Healthcare),Pharmaceuticals and Biotechnology,Healthcare,4-Aug-00,7,IPO,288.48,138.6,,,Other,N/A,No company description available; cannot apply causal validation.
47588-23T,Microtune,"Manufacturing, TMT",United States,1996,Plano,North America,Americas,"Plano, TX",General Purpose Semiconductors,Semiconductors,Information Technology,4-Aug-00,4,IPO,601.93,153.74,"Developer and manufacturer of radio frequency products based in Plano, Texas. The company designs radio frequency (RF) integrated circuits and subsystem module products.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
66866-50T,EXE Technologies,TMT,United States,1997,Dallas,North America,Americas,"Dallas, TX",Business/Productivity Software,Software,Information Technology,4-Aug-00,3,IPO,335.82,79.6,"Developer of software for supply chain execution processes. The company focuses on supply chain execution including warehouse management, fulfillment, collaboration, inventory management and supply network execution. Its also provides software that controls fulfillment processes both inside the operations of logistics centers and across a company's entire supply chain network.",,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
13713-04T,OPNET Technologies,"CloudTech & DevOps, Manufacturing, TMT",United States,1986,Bethesda,North America,Americas,"Bethesda, MD",Network Management Software,Software,Information Technology,3-Aug-00,14,IPO,226.38,59.74,"Provider of software products and related services for managing networks and applications. The company develops products for application performance management, network engineering, operations, planning and network research and development.",,Technology Shock,PC Platform,Founded during the IBM PC platform era; business model built on the open-architecture PC ecosystem.
46676-80T,Pinnacor,,United States,1993,New York,North America,Americas,"New York, NY",Media and Information Services (B2B),Commercial Services,Business Products and Services (B2B),3-Aug-00,7,IPO,449.1,143.45,"Provider of information and analytical applications to financial service companies and global corporations. The company delivers information-based applications and tools, as well as customized data and news packages that help businesses serve their external and internal clients.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
24331-60T,iAsia Works,TMT,United States,1995,Burlingame,North America,Americas,"Burlingame, CA",Internet Service Providers,Communications and Networking,Information Technology,3-Aug-00,5,IPO,510.4,227.46,"Provider of internet services intended to help businesses build or extend their presence across multiple markets in the Asia-Pacific region. The company offers high-speed leased-line Internet access, hosting, co-location, and managed services with additional value-added services, thereby enabling connectivity and expansion for enterprises.",,Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
39585-25T,Resonate (Network Management Software),TMT,United States,1995,San Jose,North America,Americas,"San Jose, CA",Network Management Software,Software,Information Technology,3-Aug-00,5,IPO,551.59,102.2,"Provider of network traffic management services intended to enhance the performance and availability of applications. The company offers server load balancing and traffic management, enabling enterprise data centers and cloud operators to achieve reliable, scalable application delivery.",,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
17773-93T,Vicuron Pharmaceuticals,,United States,1995,King of Prussia,North America,Americas,"King of Prussia, PA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,3-Aug-00,5,IPO,242.43,129.12,"Developer of anti-fungal and antibiotic agent. The company's main product includes anidulafungin, novel anti-fungal agent, dalbavancin and novel antibiotic for the treatment of serious Gram-positive infections.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
50311-99T,Retelit,,Italy,1999,Milan,Southern Europe,Europe,"Milan, Italy",Internet Service Providers,Communications and Networking,Information Technology,3-Aug-00,1,IPO,560.28,112.06,"Operator of a fiber-optic infrastructure intended for companies, public administrations, and operators who want to seize the opportunities of digital innovation. The company specializes in integrating data centers, telecommunications managed services, and submarine cable systems, thereby helping its clients integrate digital services from infrastructure to data management and from networks to applications.",,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
